ticker,sbi_link,name,abstract,market,expense_ratio,factsheet_link,issuer,nisa_invest_flag
SPY,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=SPY,SPDR S&P 500 ETF,"S&P 500
インデックスの価格と利回りに、経費控除前で連動する投資成果を上げることを目標とします。売買回転率の抑制、トラッキングエラーの最小化、コストの低減を追求する運用手法をとります。",NYSE Arca,0.09%,https://www.ssga.com/library-content/products/factsheets/etfs/us/factsheet-us-en-spy.pdf,ステート・ストリート・グローバル・アドバイザーズ,〇
SPYD,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=SPYD,SPDRポートフォリオS&P 500高配当株式ETF,S&P 500R 高配当指数のトータルリターンのパフォーマンスに、経費控除前で、概ね連動する投資成果を上げることを目標とする。,NYSE Arca,0.07%,https://www.ssga.com/library-content/products/factsheets/etfs/us/factsheet-us-en-spyd.pdf,SSGA ファンズ・マネジメント・インク,〇
SPYG,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=SPYG,SPDRポートフォリオS&P 500グロース株式ETF,S&P 500R グロース指数のトータルリターンのパフォーマンスに、経費控除前で、概ね連動する投資成果を上げることを目標とする。,NYSE Arca,0.04%,https://www.ssga.com/library-content/products/factsheets/etfs/us/factsheet-us-en-spyg.pdf,SSGA ファンズ・マネジメント・インク,〇
SPYV,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=SPYV,SPDRポートフォリオS&P 500バリュー株式ETF,S&P 500R バリュー指数のトータルリターンのパフォーマンスに、経費控除前で、概ね連動する投資成果を上げることを目標とする,NYSE Arca,0.04%,https://www.ssga.com/library-content/products/factsheets/etfs/us/factsheet-us-en-spyv.pdf,SSGA ファンズ・マネジメント・インク,〇
SQQQ,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=SQQQ,プロシェア ウルトラプロ ショート QQQ ETF,"プロシェアーズ・ウルトラプロ・ショートQQQ(ProShares UltraPro Short QQQ)は、Nasdaq-100
Indexの日々のパフォーマンス(手数料および経費控除前)の逆数の3倍に相当する投資成果を目指す。",NASDAQ,0.95%,https://www.proshares.com/globalassets/proshares/fact-sheet/prosharesfactsheetsqqq.pdf,プロシェアーズ,
SRET,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=SRET,グローバルX スーパーディビィデンド-世界リート ETF,ソラクティブ グローバル スーパーディビィデンドR REIT インデックスに連動した成果を目指す。,NASDAQ,0.59%,https://globalxetfs.co.jp/content/files/SRET-factsheet-JPN-2.pdf,グローバルエックス・マネジメント,
SRLN,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=SRLN,SPDRブラックストーン・シニアローンETF,"Markit
iBoxx米ドル建てリキッド・レバレッジド・ローン指数（「プライマリー・ベンチマーク」）およびS&P/LSTA米国レバレッジド・ローン100指数（「セカンダリー・ベンチマーク」）をアウトパフォームすることを目指します。",NYSE Arca,0.70%,https://www.ssga.com/library-content/products/factsheets/etfs/us/factsheet-us-en-srln.pdf,SSGA ファンズ・マネジメント・インク,
SUSA,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=SUSA,iシェアーズ MSCI 米国 ESG セレクト ETF,"MSCI USA ESG セレクト ソーシャル
インデックスの価格および利回り実績と同等水準の投資成果（報酬および経費控除前）に連動する。当インデックスは、様々な業界にわたり、各業界で最も環境・社会・ガバナンス面での貢献度の点数が高い約250社を選んで構成されている。",NYSE Arca,0.25%,https://www.blackrock.com/jp/individual/ja/literature/fact-sheet/susa-ishares-msci-usa-esg-select-etf-fund-fact-sheet-ja-jp.pdf,ブラックロック･ファンド・アドバイザーズ,〇
TAN,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=TAN,インベスコ　ソーラー ETF,長期的投資テーマである太陽光発電事業に関連する企業群を対象とする。,NYSE Arca,0.66%,https://www.invesco.com/us-rest/contentdetail?contentId=025d7c23dbd92610VgnVCM1000006e36b50aRCRD&dnsName=us,インベスコ・パワーシェアーズ・キャピタル・マネジメント LLC,〇
TECL,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=TECL,Direxion デイリー テクノロジー株 ブル 3倍 ETF,テクノロジー・セレクト・セクター指数の運用実績の3倍（300％）の投資成果を目指し運用する。,NYSE Arca,0.94%,https://www.direxion.com/uploads/TECL-TECS-Fact-Sheet.pdf,Direxion Investments,
TECS,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=TECS,Direxion デイリー テクノロジー株 ベア 3倍 ETF,テクノロジー・セレクト・セクター指数の日次運用実績の逆数の300%に連動する投資成果を目指し運用する。,NYSE Arca,1.01%,https://www.direxion.com/uploads/TECL-TECS-Fact-Sheet.pdf,Direxion Investments,
THD,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=THD,iシェアーズ MSCI タイ・キャップト ETF,MSCI タイ IMI 25/50 インデックスの価格および利回りの実績に概ね対応する投資成果（手数料および経費控除前）をあげることを目標としています。,NYSE Arca,0.58%,https://www.blackrock.com/jp/individual/ja/literature/fact-sheet/thd-ishares-msci-thailand-etf-fund-fact-sheet-ja-jp.pdf,ブラックロック･ファンド・アドバイザーズ,〇
TIP,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=TIP,iシェアーズ 米国物価連動国債 ETF,"ブルームバーグ・バークレイズ
米国TIPSインデックス(シリーズL)によって定義される米国インフレ連動国債市場の価格および利回り実績と同等水準の投資成果（報酬および経費控除前）を目指しています。",NYSE Arca,0.19%,https://www.ishares.com/us/literature/fact-sheet/tip-ishares-tips-bond-etf-fund-fact-sheet-en-us.pdf,ブラックロック･ファンド・アドバイザーズ,
TLT,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=TLT,iシェアーズ 米国国債 20年超 ETF,バークレイズ 米国国債（20年超）インデックス（旧名称はリーマン・ブラザーズ20年超米国国債指数）によって定義される米国財務省証券市場の長期債セクターの価格および利回り実績と同等水準の投資成果（報酬および経費控除前）を目指しています。,NASDAQ,0.15%,https://www.blackrock.com/jp/individual/ja/literature/fact-sheet/tlt-ishares-20-year-treasury-bond-etf-fund-fact-sheet-ja-jp.pdf,ブラックロック・ファンド・アドバイザーズ,
TMF,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=TMF,Direxion デイリー20年超米国債ブル3倍 ETF,NYSE 20年米国債指数の300%のパフォーマンスに連動した成果を目指す。,NYSE Arca,1.00%,https://www.direxion.com/uploads/TMF-TMV-Fact-Sheet.pdf,Direxion Investments,
TMV,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=TMV,Direxion デイリー20年超米国債ベア3倍 ETF,NYSE 20年米国債指数の値動きの反対方向の300%のパフォーマンスに連動した成果を目指す。,NYSE Arca,1.00%,https://www.direxion.com/uploads/TMF-TMV-Fact-Sheet.pdf,Direxion Investments,
TNA,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=TNA,Direxion デイリー米国小型株ブル3倍 ETF,ラッセル2000インデックスの300%のパフォーマンスに連動した成果を目指す。,NYSE Arca,1.05%,https://www.direxion.com/uploads/TNA-TZA-Fact-Sheet.pdf,Direxion Investments,
TOK,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=TOK,iシェアーズ MSCI コクサイ ETF,MSCI KOKUSAI（コクサイ）・インデックスによって測定される価格および利回り実績と同等水準の投資成果（報酬および経費控除前）を目指しています。,NYSE Arca,0.25%,http://jp.ishares.com/documents/ja/factsheet-ja/us/tok-ishares-msci-kokusai-index-fund.pdf,ブラックロック･ファンド・アドバイザーズ,〇
TOTL,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=TOTL,SPDRダブルライン・トータル・リターン・タクティカルETF,ブルームバーグ・バークレイズUSアグリゲート指数をベンチマークとし、アクティブ運用によるコア型の債券エクスポージャーを提供します。トータル・リターンの最大化を目標とする。,NYSE Arca,0.55%,https://www.ssga.com/library-content/products/factsheets/etfs/us/factsheet-us-en-totl.pdf,SSGA ファンズ・マネジメント・インク,
TQQQ,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=TQQQ,プロシェア ウルトラプロ QQQ ETF,"プロシェアーズ・ウルトラプロQQQ(ProShares UltraPro QQQ)は、Nasdaq-100
Indexの日々のパフォーマンス(手数料および経費控除前)の3倍に相当する投資成果を目指す。",NASDAQ,0.95%,https://www.proshares.com/globalassets/proshares/fact-sheet/prosharesfactsheettqqq.pdf,プロシェアーズ,
TSLL,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=TSLL,Direxion デ イ リ ー TSLA 株 ブル1.5倍 ETF,"テスラ・インク (NASDAQ:
TSLA)の普通株式の日々のパフォーマンスの150％の日々の投資成果を追求する。本ファンドは、取引日以外の期間、規定の投資目標の達成を追求しない。",NASDAQ,0.95%,https://www.direxion.com/uploads/TSLL-TSLS-Fact-Sheet.pdf,Direxion Investments,
TSLS,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=TSLS,Direxion デ イ リ ー TSLA 株 ベア1倍 ETF,"テスラ・インク (NASDAQ:
TSLA)の普通株式の日々のパフォーマンスのインバース(又はオポジット)の100％の日々の投資成果を追求する。本ファンドは、取引日以外の期間、規定の投資目標の達成を追求しない。",NASDAQ,0.95%,https://www.direxion.com/uploads/TSLL-TSLS-Fact-Sheet.pdf,Direxion Investments,
TUR,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=TUR,iシェアーズ MSCI トルコ ETF,MSCI トルコ IMI 25/50 インデックスの価格および利回りの実績に概ね対応する投資成果（手数料および経費控除前）をあげることを目標としています。,NASDAQ,0.58%,http://jp.ishares.com/documents/ja/factsheet-ja/us/tur-ishares-msci-turkey-investable-market-index-fund.pdf,ブラックロック･ファンド・アドバイザーズ,〇
TZA,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=TZA,Direxion デイリー米国小型株ベア3倍 ETF,ラッセル2000インデックスの値動きの反対方向の300%のパフォーマンスに連動した成果を目指す。,NYSE Arca,1.00%,https://www.direxion.com/uploads/TNA-TZA-Fact-Sheet.pdf,Direxion Investments,
UBOT,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=UBOT,Direxion デイリー ロボティックス アーティフィシャル インテリジェンス アンド オートメーション指数株 ブル 2倍 ETF,Indxxグローバル・ロボティックス・アンド・アーティフィシャル・インテリジェンス・セマティック指数（手数料・費用控除前）の200％の投資成果を目指し運用する。,NYSE Arca,1.29%,https://www.direxion.com/uploads/UBOT-Fact-Sheet.pdf,Direxion Investments,
UDOW,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=UDOW,プロシェア　ウルトラプロ　ダウ30,ダウ・ジョーンズ30指数（NYダウ）の日次変動率の3倍に連動する投資成果を目指す。,NYSE Arca,0.95%,https://www.proshares.com/globalassets/proshares/fact-sheet/prosharesfactsheetudow.pdf,プロシェアーズ,
UPRO,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=UPRO,プロシェア　ウルトラプロS&P500,S&P500指数の日次変動率の3倍に連動する投資成果を目指す。,NYSE Arca,0.91%,https://www.proshares.com/globalassets/proshares/fact-sheet/prosharesfactsheetupro.pdf,プロシェアーズ,
URA,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=URA,グローバルXウラニウムETF,金融サービス業界にサービスとしてのテクノロジーを提供する持株会社。,NYSE Arca,0.69%,https://www.globalxetfs.com/content/files/URA-factsheet.pdf,グローバルエックス・マネジメント,〇
USIG,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=USIG,iシェアーズ・ブロード米ドル建て投資適格社債 ETF,iシェアーズ・ブロード米ドル建て投資適格社債 ETFは、米ドル建て投資適格社債で構成される指数と同等水準の投資成果を目指しています。,NASDAQ,0.04%,https://www.blackrock.com/jp/individual/ja/literature/fact-sheet/usig-ishares-broad-usd-investment-grade-corporate-bond-etf-fund-fact-sheet-ja-jp.pdf,ブラックロック･ファンド・アドバイザーズ,
VAW,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=VAW,バンガード 米国素材セクターETF,米国の素材セクターの大型株、中型株、小型株を網羅する、MSCI USインベスタブル・マーケット・素材25/50インデックスに連動したパフォーマンスを目指します。,NYSE Arca,0.10%,https://institutional.vanguard.com/iippdf/pdfs/FS952R.pdf,バンガード グループ,〇
VB,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=VB,バンガード スモールキャップ ETF,CRSP USスモールキャップ・インデックスのパーフォーマンスに一致する投資成果を目指します。,NYSE Arca,0.05%,https://institutional.vanguard.com/iippdf/pdfs/FS969R.pdf,バンガード グループ,〇
VBK,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=VBK,バンガード 米国スモールキャップ・グロースETF,米国株式市場の小型グロース株式を網羅する、CRSP USスモールキャップ・グロース・インデックスに連動したパフォーマンスを目指します。,NYSE Arca,0.07%,https://advisors.vanguard.com/iippdf/pdfs/FS938R.pdf,バンガード グループ,〇
VBR,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=VBR,バンガード 米国スモールキャップ・バリューETF,米国株式市場の小型バリュー株式を網羅する、CRSP USスモールキャップ・バリュー・インデックスに連動したパフォーマンスを目指します。,NYSE Arca,0.07%,https://institutional.vanguard.com/iippdf/pdfs/FS937R.pdf,バンガード グループ,〇
VCIT,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=VCIT,バンガード米国中期社債ＥＴＦ,工業、公共事業、金融業の企業が発行する米ドル建て課税対象固定利付投資適格債券のうち、残存期間が5〜10年のものをカバーする、バークレイズ米国社債(5-10年)インデックスに連動したパフォーマンスを目指します。,NASDAQ,0.04%,https://institutional.vanguard.com/iippdf/pdfs/FS3146R.pdf,バンガード グループ,
VCLT,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=VCLT,バンガード 米国長期社債ETF,工業、公共事業、金融業の企業が発行する米ドル建て課税対象固定利付投資適格債券のうち、残存期間が10年超のものをカバーする、バークレイズ米国社債(10年超)インデックスに連動したパフォーマンスを目指します。,NASDAQ,0.04%,https://institutional.vanguard.com/iippdf/pdfs/FS3147R.pdf,バンガード グループ,
VCR,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=VCR,バンガード 米国一般消費財・サービス・セクターETF,"米国の一般消費財・サービス・セクターの大型株、中型株、小型株を網羅する、MSCI
USインベスタブル・マーケット・一般消費財・サービス25/50インデックスに連動したパフォーマンスを目指します。",NYSE Arca,0.10%,https://advisors.vanguard.com/iippdf/pdfs/FS954R.pdf,バンガード グループ,〇
VCSH,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=VCSH,バンガード 米国短期社債ETF,工業、公共事業、金融業の企業が発行する米ドル建て課税対象固定利付投資適格債券のうち、残存期間が1〜5年のものをカバーする、バークレイズ米国社債(1-5年)インデックスに連動したパフォーマンスを目指します。,NASDAQ,0.04%,https://advisors.vanguard.com/iippdf/pdfs/FS3145R.pdf,バンガード グループ,
VDC,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=VDC,バンガード 米国生活必需品セクターETF,米国の生活必需品セクターの大型株、中型株、小型株を網羅する、MSCI USインベスタブル・マーケット・生活必需品25/50インデックスに連動したパフォーマンスを目指します。,NYSE Arca,0.10%,https://advisors.vanguard.com/iippdf/pdfs/FS955R.pdf,バンガード グループ,〇
VDE,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=VDE,バンガード 米国エネルギー・セクターETF,"米国のエネルギー・セクターの大型株、中型株、小型株を網羅する、MSCI
USインベスタブル・マーケット・エネルギー25/50インデックスに連動したパフォーマンスを目指します。",NYSE Arca,0.10%,https://institutional.vanguard.com/iippdf/pdfs/FS951R.pdf,バンガード グループ,〇
VEA,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=VEA,バンガード・FTSE先進国市場（除く米国）ETF,米国およびカナダを除いた先進国株式市場の大型株・中型株をカバーするFTSEディベロップド（除く米国）・インデックスに連動したパフォーマンスを目指します。,NYSE Arca,0.05%,https://advisors.vanguard.com/iippdf/pdfs/FS936R.pdf,バンガード グループ,〇
VEU,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=VEU,バンガード FTSE・オールワールド(除く米国)ETF,"米国を除く先進国および新興国約50カ国の、約2,200銘柄で構成される、FTSEオールワールド（除く米国）インデックスに連動したパフォーマンスを目指します。",NYSE Arca,0.08%,https://advisors.vanguard.com/iippdf/pdfs/FS991R.pdf,バンガード グループ,〇
VFH,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=VFH,バンガード 米国金融セクターETF,米国の金融セクターの大型株、中型株、小型株を網羅する、MSCI USインベスタブル・マーケット・金融25/50インデックスに連動したパフォーマンスを目指します。,NYSE Arca,0.10%,https://advisors.vanguard.com/iippdf/pdfs/FS957R.pdf,バンガード グループ,〇
VGIT,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=VGIT,バンガード・米国中期国債ETF,米国債、政府機関債、および米国政府が保証する社債や米国外の発行体による米ドル建て債券のうち、残存期間が3〜10年のものをカバーする、バークレイズ米国政府債浮動調整(3-10年)インデックスに連動したパフォーマンスを目指します。,NASDAQ,0.04%,https://advisors.vanguard.com/iippdf/pdfs/FS3143R.pdf,バンガード グループ,
VGK,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=VGK,バンガード FTSE ヨーロッパETF,FTSE欧州先進国オールキャップ・インデックスに連動した動きを目指します。,NYSE Arca,0.11%,https://advisors.vanguard.com/iippdf/pdfs/FS963R.pdf,バンガード グループ,〇
VGLT,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=VGLT,バンガード・米国長期国債ETF,残存期間が10年超の米国債および政府機関債をカバーする、バークレイズ米国政府債浮動調整(10年超)インデックスに連動したパフォーマンスを目指します。,NASDAQ,0.04%,https://advisors.vanguard.com/iippdf/pdfs/FS3144R.pdf,バンガード グループ,
VGSH,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=VGSH,バンガード・米国短期国債ETF,米国債、政府機関債、および米国政府が保証する社債や米国外の発行体による米ドル建て債券のうち、残存期間が1〜3年のものをカバーする、バークレイズ米国政府債浮動調整(1-3年)インデックスに連動したパフォーマンスを目指します。,NASDAQ,0.04%,https://advisors.vanguard.com/iippdf/pdfs/FS3142R.pdf,バンガード グループ,
VGT,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=VGT,バンガード　米国情報技術セクターETF,米国の情報技術セクターの大型株、中型株、小型株を網羅する、MSCI USインベスタブル・マーケット・情報技術25/50インデックスに連動したパフォーマンスを目指します。,NYSE Arca,0.10%,https://institutional.vanguard.com/iippdf/pdfs/FS958R.pdf,バンガード グループ,〇
VHT,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=VHT,バンガード 米国ヘルスケア・セクターETF,"米国のヘルスケア・セクターの大型株、中型株、小型株を網羅する、MSCI
USインベスタブル・マーケット・ヘルスケア25/50インデックスに連動したパフォーマンスを目指します。",NYSE Arca,0.10%,https://institutional.vanguard.com/iippdf/pdfs/FS956R.pdf,バンガード グループ,〇
VIG,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=VIG,バンガード 米国増配株式ETF,S&P U.S. Dividend Growers Indexのパフォーマンスへの連動を目指します。,NYSE Arca,0.06%,https://institutional.vanguard.com/iippdf/pdfs/FS920R.pdf,バンガード グループ,〇
